script,config,feature,category
03_extended_baselines,audio_plus_numeric,Std_Acc5_Std_Mem20_PeakRatio_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_numeric,Std_Acc5_Std_Mem20_PeakRatio_Chroma_A#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_numeric,Std_Acc5_Std_Mem20_PeakRatio_Chroma_B_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_numeric,Std_Acc5_Std_Mem20_PeakRatio_Chroma_C_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_numeric,Std_Acc5_Std_Mem20_PeakRatio_Chroma_C#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_numeric,Std_Acc5_Std_Mem20_PeakRatio_Chroma_D_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_numeric,Std_Acc5_Std_Mem20_PeakRatio_Chroma_D#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_numeric,Std_Acc5_Std_Mem20_PeakRatio_Chroma_E_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_numeric,Std_Acc5_Std_Mem20_PeakRatio_Chroma_F_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_numeric,Std_Acc5_Std_Mem20_PeakRatio_Chroma_F#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_numeric,Std_Acc5_Std_Mem20_PeakRatio_Chroma_G_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_numeric,Std_Acc5_Std_Mem20_PeakRatio_Chroma_G#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_numeric,Std_Acc5_Std_Mem20_PeakRatio_Average_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_numeric,Std_Acc5_Std_Mem20_PeakRatio_Minimum_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Standard_Deviation_1,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Standard_Deviation_2,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Standard_Deviation_3,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Standard_Deviation_4,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Standard_Deviation_5,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Standard_Deviation_6,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Standard_Deviation_7,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Standard_Deviation_8,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Standard_Deviation_9,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Standard_Deviation_10,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Standard_Deviation_11,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Standard_Deviation_12,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Standard_Deviation_13,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Average_1,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Average_2,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Average_3,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Average_4,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Average_5,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Average_6,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Average_7,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Average_8,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Average_9,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Average_10,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Average_11,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Average_12,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,MFCC_Overall_Average_13,audio:MFCC_simple
03_extended_baselines,audio_plus_numeric,year_mean,numeric
03_extended_baselines,audio_plus_numeric,duration_mean,numeric
03_extended_baselines,audio_plus_numeric,year_known_ratio,numeric
03_extended_baselines,audio_plus_numeric,n_tracks,numeric
03_extended_baselines,audio_plus_numeric,n_genres,numeric
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Standard_Deviation_1,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Standard_Deviation_2,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Standard_Deviation_3,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Standard_Deviation_4,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Standard_Deviation_5,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Standard_Deviation_6,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Standard_Deviation_7,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Standard_Deviation_8,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Standard_Deviation_9,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Standard_Deviation_10,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Average_1,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Average_2,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Average_3,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Average_4,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Average_5,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Average_6,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Average_7,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Average_8,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Average_9,audio:Area_MoM
03_extended_baselines,audio_plus_genre,Area_Method_of_Moments_Overall_Average_10,audio:Area_MoM
03_extended_baselines,audio_plus_genre,LPC_Overall_Standard_Deviation_1,audio:LPC
03_extended_baselines,audio_plus_genre,LPC_Overall_Standard_Deviation_2,audio:LPC
03_extended_baselines,audio_plus_genre,LPC_Overall_Standard_Deviation_3,audio:LPC
03_extended_baselines,audio_plus_genre,LPC_Overall_Standard_Deviation_4,audio:LPC
03_extended_baselines,audio_plus_genre,LPC_Overall_Standard_Deviation_5,audio:LPC
03_extended_baselines,audio_plus_genre,LPC_Overall_Standard_Deviation_6,audio:LPC
03_extended_baselines,audio_plus_genre,LPC_Overall_Standard_Deviation_7,audio:LPC
03_extended_baselines,audio_plus_genre,LPC_Overall_Standard_Deviation_8,audio:LPC
03_extended_baselines,audio_plus_genre,LPC_Overall_Standard_Deviation_9,audio:LPC
03_extended_baselines,audio_plus_genre,LPC_Overall_Average_1,audio:LPC
03_extended_baselines,audio_plus_genre,LPC_Overall_Average_2,audio:LPC
03_extended_baselines,audio_plus_genre,LPC_Overall_Average_3,audio:LPC
03_extended_baselines,audio_plus_genre,LPC_Overall_Average_4,audio:LPC
03_extended_baselines,audio_plus_genre,LPC_Overall_Average_5,audio:LPC
03_extended_baselines,audio_plus_genre,LPC_Overall_Average_6,audio:LPC
03_extended_baselines,audio_plus_genre,LPC_Overall_Average_7,audio:LPC
03_extended_baselines,audio_plus_genre,LPC_Overall_Average_8,audio:LPC
03_extended_baselines,audio_plus_genre,LPC_Overall_Average_9,audio:LPC
03_extended_baselines,audio_plus_genre,Spectral_Centroid_Overall_Standard_Deviation_1,audio:lowlevel
03_extended_baselines,audio_plus_genre,Spectral_Rolloff_Point_Overall_Standard_Deviation_1,audio:lowlevel
03_extended_baselines,audio_plus_genre,Spectral_Flux_Overall_Standard_Deviation_1,audio:lowlevel
03_extended_baselines,audio_plus_genre,Compactness_Overall_Standard_Deviation_1,audio:lowlevel
03_extended_baselines,audio_plus_genre,Spectral_Variability_Overall_Standard_Deviation_1,audio:lowlevel
03_extended_baselines,audio_plus_genre,Root_Mean_Square_Overall_Standard_Deviation_1,audio:lowlevel
03_extended_baselines,audio_plus_genre,Fraction_Of_Low_Energy_Windows_Overall_Standard_Deviation_1,audio:lowlevel
03_extended_baselines,audio_plus_genre,Zero_Crossings_Overall_Standard_Deviation_1,audio:lowlevel
03_extended_baselines,audio_plus_genre,Spectral_Centroid_Overall_Average_1,audio:lowlevel
03_extended_baselines,audio_plus_genre,Spectral_Rolloff_Point_Overall_Average_1,audio:lowlevel
03_extended_baselines,audio_plus_genre,Spectral_Flux_Overall_Average_1,audio:lowlevel
03_extended_baselines,audio_plus_genre,Compactness_Overall_Average_1,audio:lowlevel
03_extended_baselines,audio_plus_genre,Spectral_Variability_Overall_Average_1,audio:lowlevel
03_extended_baselines,audio_plus_genre,Root_Mean_Square_Overall_Average_1,audio:lowlevel
03_extended_baselines,audio_plus_genre,Fraction_Of_Low_Energy_Windows_Overall_Average_1,audio:lowlevel
03_extended_baselines,audio_plus_genre,Zero_Crossings_Overall_Average_1,audio:lowlevel
03_extended_baselines,audio_plus_genre,Mean_Acc5_Mean_Mem20_ZeroCrossings_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Mean_Mem20_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Mean_Mem20_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Mean_Mem20_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Mean_Mem20_PeakRatio_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Mean_Mem20_PeakRatio_Chroma_A#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Mean_Mem20_PeakRatio_Chroma_B_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Mean_Mem20_PeakRatio_Chroma_C_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Mean_Mem20_PeakRatio_Chroma_C#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Mean_Mem20_PeakRatio_Chroma_D_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Mean_Mem20_PeakRatio_Chroma_D#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Mean_Mem20_PeakRatio_Chroma_E_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Mean_Mem20_PeakRatio_Chroma_F_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Mean_Mem20_PeakRatio_Chroma_F#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Mean_Mem20_PeakRatio_Chroma_G_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Mean_Mem20_PeakRatio_Chroma_G#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Mean_Mem20_PeakRatio_Average_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Mean_Mem20_PeakRatio_Minimum_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Std_Mem20_ZeroCrossings_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Std_Mem20_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Std_Mem20_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Std_Mem20_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Std_Mem20_PeakRatio_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Std_Mem20_PeakRatio_Chroma_A#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Std_Mem20_PeakRatio_Chroma_B_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Std_Mem20_PeakRatio_Chroma_C_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Std_Mem20_PeakRatio_Chroma_C#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Std_Mem20_PeakRatio_Chroma_D_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Std_Mem20_PeakRatio_Chroma_D#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Std_Mem20_PeakRatio_Chroma_E_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Std_Mem20_PeakRatio_Chroma_F_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Std_Mem20_PeakRatio_Chroma_F#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Std_Mem20_PeakRatio_Chroma_G_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Std_Mem20_PeakRatio_Chroma_G#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Std_Mem20_PeakRatio_Average_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Mean_Acc5_Std_Mem20_PeakRatio_Minimum_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Mean_Mem20_ZeroCrossings_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Mean_Mem20_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Mean_Mem20_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Mean_Mem20_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Mean_Mem20_PeakRatio_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Mean_Mem20_PeakRatio_Chroma_A#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Mean_Mem20_PeakRatio_Chroma_B_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Mean_Mem20_PeakRatio_Chroma_C_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Mean_Mem20_PeakRatio_Chroma_C#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Mean_Mem20_PeakRatio_Chroma_D_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Mean_Mem20_PeakRatio_Chroma_D#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Mean_Mem20_PeakRatio_Chroma_E_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Mean_Mem20_PeakRatio_Chroma_F_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Mean_Mem20_PeakRatio_Chroma_F#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Mean_Mem20_PeakRatio_Chroma_G_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Mean_Mem20_PeakRatio_Chroma_G#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Mean_Mem20_PeakRatio_Average_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Mean_Mem20_PeakRatio_Minimum_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Std_Mem20_ZeroCrossings_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Std_Mem20_Centroid_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Std_Mem20_Rolloff_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Std_Mem20_Flux_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Std_Mem20_PeakRatio_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Std_Mem20_PeakRatio_Chroma_A#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Std_Mem20_PeakRatio_Chroma_B_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Std_Mem20_PeakRatio_Chroma_C_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Std_Mem20_PeakRatio_Chroma_C#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Std_Mem20_PeakRatio_Chroma_D_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Std_Mem20_PeakRatio_Chroma_D#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Std_Mem20_PeakRatio_Chroma_E_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Std_Mem20_PeakRatio_Chroma_F_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Std_Mem20_PeakRatio_Chroma_F#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Std_Mem20_PeakRatio_Chroma_G_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Std_Mem20_PeakRatio_Chroma_G#_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Std_Mem20_PeakRatio_Average_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,Std_Acc5_Std_Mem20_PeakRatio_Minimum_Chroma_A_Power_powerFFT_WinHamming_HopSize512_WinSize512_Sum_AudioCh0,audio:marsyas
03_extended_baselines,audio_plus_genre,MFCC_Overall_Standard_Deviation_1,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Standard_Deviation_2,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Standard_Deviation_3,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Standard_Deviation_4,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Standard_Deviation_5,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Standard_Deviation_6,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Standard_Deviation_7,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Standard_Deviation_8,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Standard_Deviation_9,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Standard_Deviation_10,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Standard_Deviation_11,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Standard_Deviation_12,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Standard_Deviation_13,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Average_1,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Average_2,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Average_3,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Average_4,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Average_5,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Average_6,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Average_7,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Average_8,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Average_9,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Average_10,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Average_11,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Average_12,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,MFCC_Overall_Average_13,audio:MFCC_simple
03_extended_baselines,audio_plus_genre,genre_rock,genre
03_extended_baselines,audio_plus_genre,genre_electronic,genre
03_extended_baselines,audio_plus_genre,genre_pop,genre
03_extended_baselines,audio_plus_genre,genre_alternative rock,genre
03_extended_baselines,audio_plus_genre,genre_hip hop,genre
03_extended_baselines,audio_plus_genre,genre_united states,genre
03_extended_baselines,audio_plus_genre,genre_house,genre
03_extended_baselines,audio_plus_genre,genre_jazz,genre
03_extended_baselines,audio_plus_genre,genre_alternative,genre
03_extended_baselines,audio_plus_genre,genre_indie,genre
03_extended_baselines,audio_plus_genre,genre_electro,genre
03_extended_baselines,audio_plus_genre,genre_indie rock,genre
03_extended_baselines,audio_plus_genre,genre_experimental,genre
03_extended_baselines,audio_plus_genre,genre_pop rock,genre
03_extended_baselines,audio_plus_genre,genre_punk,genre
03_extended_baselines,audio_plus_genre,genre_techno,genre
03_extended_baselines,audio_plus_genre,genre_folk,genre
03_extended_baselines,audio_plus_genre,genre_downtempo,genre
03_extended_baselines,audio_plus_genre,genre_ambient,genre
03_extended_baselines,audio_plus_genre,genre_soul,genre
03_extended_baselines,audio_plus_genre,genre_germany,genre
03_extended_baselines,audio_plus_genre,genre_electronica,genre
03_extended_baselines,audio_plus_genre,genre_disco,genre
03_extended_baselines,audio_plus_genre,genre_american,genre
03_extended_baselines,audio_plus_genre,genre_trance,genre
03_extended_baselines,audio_plus_genre,genre_synthpop,genre
03_extended_baselines,audio_plus_genre,genre_funk,genre
03_extended_baselines,audio_plus_genre,genre_world,genre
03_extended_baselines,audio_plus_genre,genre_blues,genre
